project_id,Project Name,Voluntary Registry,Voluntary Status,Scope,Type,Reduction / Removal,Methodology / Protocol,Region,Documents,Country,State,Project Site Location,Project Developer,Total Credits Issued,Total Credits Retired,Total Credits Remaining,CCB / Certifications,Project Owner,Offset Project Operator,Authorized Project Designee,Verifier,Registry / ARB,Project Listed,Project Registered,Project Type,Registry Documents,Project Website,Project Images,10% of Total Credits Issued
GS1746,Everbright Suqian & Huaining Bundled Solar PV Power Generation Project,GOLD,Gold Standard Certified Project,Renewable Energy,Solar - Centralized,Reduction,AMS-I.D. Grid connected renewable electricity generation,East Asia,,China,,,"Innovative Carbon Investment Co., Ltd.",7663,0,7663,,Innovative Carbon Investment Co. Ltd.,,,,GOLD,,,A/R,https://platform.sustain-cert.com/public-project/1415,https://registry.goldstandard.org/projects/details/1270,https://www.cebenvironment.com/en/images/business/greentech/solar_1.jpg,766.3000000000001
GS1747,Everbright Zhenjiang Bundled Solar PV Power Generation Project,GOLD,Gold Standard Certified Project,Renewable Energy,Solar - Centralized,Reduction,AMS-I.D. Grid connected renewable electricity generation,East Asia,,China,,,"Innovative Carbon Investment Co., Ltd.",9680,0,9680,,Innovative Carbon Investment Co. Ltd.,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/1416,https://registry.goldstandard.org/projects/details/1310,https://www.cebenvironment.com/en/images/business/greentech/solar_5.jpg,968.0
GS1890,Bac Lieu Province Wind Power Plant,GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,South East Asia,,Vietnam,,,Swiss Carbon Assets Ltd.,426779,0,426779,,Swiss Carbon Assets Ltd.,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/310,https://registry.goldstandard.org/projects/details/300,https://cms-assets.offset.earth/app/uploads/20211129125013/1244_Bac_Lieu_Wind_Farm_Photo_2.jpeg,42677.9
GS2094,GS1385 Man and Man Enterprise Improved Cooking Stoves Programme in Ghana - VPA001,GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub Saharan Africa,,Ghana,,,Man and Man Enterprise,1932086,"1,337,908",594178,,Man and Man Enterprise,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/317,https://registry.goldstandard.org/projects/details/306,https://seed.uno/images/content/enterprise/coverimage/501/_thumb4/ManMan.png,193208.6
GS2095,TerraClear Ceramic Water Purifier Project in Lao PDR,GOLD,Gold Standard Certified Project,Household & Community,Clean Water,Reduction,GS TPDDTEC v 1.,South East Asia,,Laos,,,TerraClear Production Co. Ltd.,181799,"108,868",72931,,TerraClear Development Co. Ltd.,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/318,https://registry.goldstandard.org/projects/details/323,https://www.nexusfordevelopment.org/wp-content/uploads/2023/11/TerraClear-feature.jpg,18179.9
GS2290,Buenos Aires Renewable Energy Project,GOLD,Gold Standard Certified Project,Renewable Energy,Biomass,Reduction,,South America,,Brazil,,,Sustainable Carbon - Projetos Ambientais LTDA,163503,"61,350",102153,,Sustainable Carbon - Projetos Ambientais LTDA,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/321,https://registry.goldstandard.org/projects/details/309,https://assets-global.website-files.com/61701aafbee4033a60496b69/63bc3c8872f0a55278dd52ef_800-buenosaires-re-project-6.jpeg,16350.300000000001
GS2293,GS1299 India Organic Waste Management Programme-VPA01,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,South Asia,,India,,,Iora Ecological Solutions Pvt. Ltd.,354383,"95,536",258847,,Iora Ecological Solutions Pvt. Ltd.,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/323,https://registry.goldstandard.org/projects/details/311,https://satoyama-initiative.org/wp-content/uploads/2019/11/15-cu-m-capacity-biogas-plant-replaced-100-percent-LPG-in-an-orphanage.jpg,35438.3
GS2296,Impact Carbon and myclimate Safe Water and Improved Cookstoves Global PoA - Uganda VPA,GOLD,Gold Standard Certified Project,Household & Community,Bundled Energy Efficiency,Reduction,GS TPDDTEC v 1.,Sub Saharan Africa,,Uganda,,,Impact Carbon,751343,"231,586",519757,,Impact Carbon,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/326,https://registry.goldstandard.org/projects/details/314,https://www.myclimate.org/fileadmin/user_upload/myclimate-carbon-offset-project-7245-Uganda-_ADS7376-Photo-UpEnergy.jpg,75134.3
GS2297,Project Ulubelu Unit 3 - 4 PT. Pertamina Geothermal Energy,GOLD,Gold Standard Certified Project,Renewable Energy,Geothermal,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,South East Asia,,Indonesia,,,South Pole Carbon Asset Management Ltd.,963232,0,963232,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/327,https://registry.goldstandard.org/projects/details/315,https://www.thinkgeoenergy.com/wp-content/uploads/2017/06/Ulubelu_unit3_4_Lampung_Indonesia.jpeg,96323.20000000001
GS2300,GS1354 Vietnam Small Hydro PoA - Thoong Cot 2 Hydropower Project,GOLD,Gold Standard Certified Project,Renewable Energy,Hydropower,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,South East Asia,,Vietnam,,,South Pole Carbon Asset Management Ltd.,20455,0,20455,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/330,https://registry.goldstandard.org/projects/details/318,https://www.worldbank.org/content/dam/photos/780x439/2021/apr/REDP-Project.png,2045.5
GS2395,GS1729 Myanmar Stoves Campaign - Stoves for Myanmar - VPA No. 003,GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS MS Simplified Methodology for Efficient Cookstoves v1.,South East Asia,,Myanmar,,,Soneva Foundation,14780,"6,965",7815,,Soneva Foundation,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/333,https://registry.goldstandard.org/projects/details/1499,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRom-T9H7yQP61LT1NkLA-SGVoHLF4FR-WcO_fCSj9UmR31W2lo0fjJIdb-3bvI9KVlmRk&usqp=CAU,1478.0
GS2397,GS2397 - GS1265 - African Biomass Energy Conservation POA - Rwanda Biomass Conservation (2),GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS TPDDTEC v 1.,Sub Saharan Africa,,Rwanda,,,Hestian Innovation,137018,"9,601",127417,,Hestian Innovation,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/335,https://registry.goldstandard.org/projects/details/321,https://africa-energy-portal.org/sites/default/files/styles/detail_350/public/2022-04/biomass%202.jpg?itok=H3i_1_2i,13701.800000000001
GS2402,Everbright Suqian & Huaining Bundled Solar PV Power Generation Project_preCDM VER,GOLD,Gold Standard Certified Project,Renewable Energy,Solar - Centralized,Reduction,AMS-I.D. Grid connected renewable electricity generation,East Asia,,China,,,"Innovative Carbon Investment Co., Ltd.",2343,175,2168,,Innovative Carbon Investment Co. Ltd.,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/1420,https://registry.goldstandard.org/projects/details/1314,https://www.cebenvironment.com/en/images/business/greentech/solar_2.jpg,234.3
GS2403,Everbright Zhenjiang Bundled Solar PV Power Generation Project_preCDM VER,GOLD,Gold Standard Certified Project,Renewable Energy,Solar - Centralized,Reduction,AMS-I.D. Grid connected renewable electricity generation,East Asia,,China,,,"Innovative Carbon Investment Co., Ltd.",2533,85,2448,,Innovative Carbon Investment Co. Ltd.,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/1421,https://registry.goldstandard.org/projects/details/1315,https://i0.wp.com/solarquarter.com/wp-content/uploads/2022/10/9-2.png?fit=1200%2C675&ssl=1,253.3
GS2419,Project Karaha Unit 1 PT. Pertamina Geothermal Energy,GOLD,Gold Standard Certified Project,Renewable Energy,Geothermal,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,South East Asia,,Indonesia,,,South Pole Carbon Asset Management Ltd.,192809,0,192809,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/347,https://registry.goldstandard.org/projects/details/335,https://www.thinkgeoenergy.com/wp-content/uploads/2018/06/KarahaBodas_geothermalPlant_WestJava.jpeg,19280.9
GS2420,Biomass Power Generation Project by Everbright Alternative Energy (Dangshan) Limited,GOLD,Gold Standard Certified Project,Renewable Energy,Biomass,Reduction,ACM0018 Electricity generation from biomass residues in power-only plants,East Asia,,China,,,China Everbright International Limited,161419,0,161419,,China Everbright International Limited,,,,GOLD,,,Energy Efficiency - Transport Sector,https://platform.sustain-cert.com/public-project/348,https://registry.goldstandard.org/projects/details/336,https://www.cebenvironment.com/en/images/business/greentech/biomass_11.jpg,16141.900000000001
GS2429,WWF Ningshan County High Efficient Cook Stove Project,GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,East Asia,,China,,,South Pole Carbon Asset Management Ltd.,32619,"24,901",7718,,South Pole Carbon Asset Management Ltd.,,,,GOLD,,,Solar Thermal - Electricity,https://platform.sustain-cert.com/public-project/356,https://registry.goldstandard.org/projects/details/344,https://carbonsink.it/wp-content/uploads/2022/04/1897_WWF_Ningshan_Cookstove_Photo_3-min-1-scaled.jpg,3261.9
GS2437,"CPA # 4 Improved Cooking Stoves for Nigeria, GS 2437",GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub Saharan Africa,,Nigeria,,,atmosfair gGmbH,45878,0,45878,,atmosfair gGmbH,,,,GOLD,,,Biogas - Heat,https://platform.sustain-cert.com/public-project/362,https://registry.goldstandard.org/projects/details/350,https://cquestcapital.com/wp-content/uploads/2022/09/cleaner-cooking-in-africa.webp,4587.8
GS2446,GS2446 GS1265 African Biomass Energy Conservation PoA Malawi Biomass Conservation (4),GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS TPDDTEC v 1.,Sub Saharan Africa,,Malawi,,,Hestian Innovation,172539,"146,276",26263,,Hestian Innovation,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/370,https://registry.goldstandard.org/projects/details/358,https://lh3.googleusercontent.com/proxy/B8HXqW8WvqDUhF9U3pNCMuoOLppiVZ1D4PfXWRSHL7WKkYQBAcQjdfhWvZb9yMjlcVA7fVCzyXfh_KXSkN35Fi3SE2RUbW22etZk0fJcfjWBviJyIEo_h_decLOH46-CxaxzLjYUqmzOFwvCXOjEAB6ODgQiejGrE4mVhKbf2OOx_9lSINu_QIwcWzYTxLc,17253.9
GS2447,GS2447 GS1265 African Biomass Energy Conservation PoA Malawi Biomass Conservation (5),GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS TPDDTEC v 1.,Sub Saharan Africa,,Malawi,,,Hestian Innovation,157816,"127,319",30497,,Hestian Innovation,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/371,https://registry.goldstandard.org/projects/details/360,https://lh3.googleusercontent.com/proxy/B8HXqW8WvqDUhF9U3pNCMuoOLppiVZ1D4PfXWRSHL7WKkYQBAcQjdfhWvZb9yMjlcVA7fVCzyXfh_KXSkN35Fi3SE2RUbW22etZk0fJcfjWBviJyIEo_h_decLOH46-CxaxzLjYUqmzOFwvCXOjEAB6ODgQiejGrE4mVhKbf2OOx_9lSINu_QIwcWzYTxLc,15781.6
GS2456,GS1340 Efficient cookstoves in Burkina Faso - VPA-01 - tiipaalga F3PA cookstoves in Bam and Loroum,GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS MS Simplified Methodology for Efficient Cookstoves v1.,Sub Saharan Africa,,Burkina Faso,,,Tiipaalga,46382,"21,710",24672,,Tiipaalga,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/374,https://registry.goldstandard.org/projects/details/1398,https://akvo.org/wp-content/uploads/2018/12/cook-stoves.webp,4638.2
GS2457,Improved Jikos - Better Living for Rural Population,GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS TPDDTEC v 1.,Sub Saharan Africa,,Kenya,,,Fastenaktion,71413,"49,225",22188,,Fastenopfer,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/375,https://registry.goldstandard.org/projects/details/363,https://www.pd.co.ke/wp-content/uploads/2021/12/PG-20-1-1200x900.jpg,7141.3
GS2460,The CDQ Project in Tranvic Group,GOLD,Gold Standard Certified Project,Industrial & Commercial,Waste Heat Recovery,Reduction,ACM0012 Waste energy recovery,East Asia,,China,,,"Goldchina Consultancy International Co., Ltd",721646,"523,258",198388,,Goldchina Consultancy International Co. Ltd,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/378,https://registry.goldstandard.org/projects/details/366,https://www.metalloncorporate.com/english/images/projects/Coke-Dry-Quenching-Plant-for-Coke.jpg,72164.6
GS2468,ORTAMANDIRA WPP,GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,,Turkey,,,Fina Enerji Holding A.≈û.,130006,"63,618",66388,,Fina Enerji Holding A.Ş.,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/381,https://registry.goldstandard.org/projects/details/368,https://www.thewindpower.net/images/image10860.jpg,13000.6
GS2475,Icdas Biga Wind Farm Project,GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,,Turkey,,,Carbon Clear,71983,0,71983,,Carbon Clear,,,,GOLD,,,Solar Thermal - Electricity,https://platform.sustain-cert.com/public-project/385,https://registry.goldstandard.org/projects/details/372,https://windeurope.org/wp-content/uploads/turkey-wind-farm-turbines-green-foreground-grey-mountains-background-blue-sky-clouds.jpg,7198.3
GS2478,Solar Power Company 94MW Project,GOLD,Gold Standard Certified Project,Renewable Energy,Solar - Centralized,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,South East Asia,,Thailand,,,Cleaner Climate,92668,0,92668,,Cleaner Climate,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/1424,https://registry.goldstandard.org/projects/details/1319,https://soeasyrobot.com/wp-content/uploads/2022/12/Cambodia-94MW-2-1.jpg,9266.800000000001
GS2483,Enercon Wind Farm (Hindustan) Ltd in Rajasthan,GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,South Asia,,India,,,Wind World (India) Limited,606191,"6,527",599664,,Wind World (India) Limited,,,,GOLD,,,Biogas - Electricity,https://platform.sustain-cert.com/public-project/391,https://registry.goldstandard.org/projects/details/378,https://treibhausgasreduktion.de/wp-content/uploads/2023/01/Enercon-India-3.jpg,60619.100000000006
GS2487,Haijin Gonghe 10MWp Solar PV Project,GOLD,Gold Standard Certified Project,Renewable Energy,Solar - Distributed,Reduction,AMS-I.D. Grid connected renewable electricity generation,East Asia,,China,,,Climate Bridge (Shanghai) Ltd.,38189,"26,339",11850,,Goldchina Consultancy International Co. Ltd,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/1426,https://registry.goldstandard.org/projects/details/1321,https://lh3.googleusercontent.com/proxy/5A_aBcJe4BqNRvbtl2Mnt0XoiksYIv_b5PYxGlZEAKD-UENlJyS9px2ZzwIq6FsLuUcgnQT86waiELq8ZVercm1u0vqwdIIF5hzNuRO6qLwZ2uFYiJ0Lba0UQCXqudA,3818.9
GS2490,Xenamnoy 6 Hydropower Project,GOLD,Gold Standard Certified Project,Renewable Energy,Hydropower,Reduction,AMS-I.D. Grid connected renewable electricity generation,South East Asia,,Laos,,,Swiss Carbon Value Ltd.,72106,"11,800",60306,,Swiss Carbon Value Ltd.,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/395,https://registry.goldstandard.org/projects/details/385,https://www.power-technology.com/wp-content/uploads/sites/21/2015/07/Image-2-Xe-Pian-Xe-Namnoy-Hydroeletric-Power-Project.jpg,7210.6
GS2497,Kurtkayasi Wind Power Plant,GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,,Turkey,,,Cagla Balci Eris,296487,"75,422",221065,,Cagla Balci Eris,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/399,https://registry.goldstandard.org/projects/details/401,https://www.windpowerengineering.com/wp-content/uploads/2015/06/nordex.jpg,29648.7
GS2498,Yongren Ganbala Grid-connected Photovoltaic Power Project,GOLD,Gold Standard Certified Project,Renewable Energy,Solar - Centralized,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,East Asia,,China,,,"Goldchina Consultancy International Co., Ltd",126360,0,126360,,Goldchina Consultancy International Co. Ltd,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/1429,https://registry.goldstandard.org/projects/details/1324,https://lh3.googleusercontent.com/proxy/FKMA1b7n8nRsGFhZcbfa6s865k97FkMNmkWCSHV4PYpH91gFLLBAyu2bh66qq1FhDKM2bpJH95TCEh2oDK9ljSwk8nnwNRg3LAWQNN8XbbfRow,12636.0
GS2499,Gansu Jinchang Magang and Huangmaopo Bundled Wind Power Project,GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,East Asia,,China,,,Climate Bridge (Shanghai) Ltd.,566731,"179,796",386935,,Goldchina Consultancy International Co. Ltd,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/400,https://registry.goldstandard.org/projects/details/389,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Guazhou.champs_%C3%A9oliennes.jpg/640px-Guazhou.champs_%C3%A9oliennes.jpg,56673.100000000006
GS2500,Improved Cookstoves Project Activity in Honduras Vida Mejor con Ecofogones de Alto Rendimiento CPA No 001,GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Central America,,Honduras,,,"Envirofit International, Ltd.",136154,256,135898,,Envirofit International Ltd.,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/401,https://registry.goldstandard.org/projects/details/390,https://cms-assets.offset.earth/app/uploads/20210301115020/Ejecutor-Juan-Tecnicos-foreground-build-activity-scaled.jpg,13615.400000000001
GS2501,Ningxia Lingwu Baitugang 40MWp Solar PV Power Generation Project,GOLD,Gold Standard Certified Project,Renewable Energy,Solar - Centralized,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,East Asia,,China,,,Climate Bridge (Shanghai) Ltd.,316804,"215,723",101081,,Goldchina Consultancy International Co. Ltd,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/1430,https://registry.goldstandard.org/projects/details/1325,https://carbonoffsetadvisory.com/wp-content/uploads/2020/12/Ningxia-Lingwu-Solar-PV.png,31680.4
GS2502,National Bio Energy Tongliao Biomass Power Plant,GOLD,Gold Standard Certified Project,Renewable Energy,Biomass,Reduction,AMS-I.D. Grid connected renewable electricity generation,East Asia,,China,,,Beijing Fangzhou Jiaye Technology Co ltd,601164,"254,349",346815,,Beijing Fangzhou Jiaye Technology Co ltd,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/402,https://registry.goldstandard.org/projects/details/391,https://www.power-technology.com/wp-content/uploads/sites/21/2024/02/ENGIE-North-America-1024x576.jpg,60116.4
GS2503,National Bio Energy Changtu Biomass Power Plant,GOLD,Gold Standard Certified Project,Renewable Energy,Biomass,Reduction,AMS-I.D. Grid connected renewable electricity generation,East Asia,,China,,,Beijing Fangzhou Jiaye Technology Co ltd,528592,"367,005",161587,,Beijing Fangzhou Jiaye Technology Co ltd,,,,GOLD,,,Biogas - Heat,https://platform.sustain-cert.com/public-project/403,https://registry.goldstandard.org/projects/details/392,https://www.power-technology.com/wp-content/uploads/sites/21/2024/02/ENGIE-North-America-1024x576.jpg,52859.200000000004
GS2510,Xe Namnoy 2 - Xe Katam 1 Hydropower project,GOLD,Gold Standard Certified Project,Renewable Energy,Hydropower,Reduction,AMS-I.D. Grid connected renewable electricity generation,South East Asia,,Laos,,,Swiss Carbon Assets Ltd.,203032,"53,300",149732,,Swiss Carbon Assets Ltd.,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/407,https://registry.goldstandard.org/projects/details/396,https://www.hobomaps.com/Xekatam1powerhouse.jpg,20303.2
GS2514,"GS1205 Sustainable Energy for Development PoA, VPA 3: Improved Cook Stove Project in Brazzaville",GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS TPDDTEC v 2.,Sub Saharan Africa,,DRC,,,Initiative Developpement,13559,"10,524",3035,,Initiative Developpement,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/411,https://registry.goldstandard.org/projects/details/400,https://climatepositive.com/cdn/shop/articles/Uganda_Cookstoves_Hero_Image_1600x.jpg?v=1666815348,1355.9
GS2518,International Lifeline Fund Uganda CPA1 (ILFUg01),GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub Saharan Africa,,Uganda,,,Deactivated Projects,4052,0,4052,,Uganda Carbon Bureau,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/413,https://registry.goldstandard.org/projects/details/379,https://lifelinefund.org/wp-content/uploads/2022/10/20220815_110744-scaled.jpg,405.20000000000005
GS2520,Household Biogas plants installed in rural areas of Uttar Pradesh & Gujarat,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,South Asia,,India,,,Value Network Venture Advisory Services Pte. Ltd.,188919,"168,040",20879,,Value Network Venture Advisory Services Pte. Ltd.,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/415,https://registry.goldstandard.org/projects/details/1612,https://www.myclimate.org/fileadmin/user_upload/myclimate_-_home/01_Information/05_Climate_protection_projects/0_klimaschutzprojekte/indien-7149/klimaschutzprojekt-indien-7149-1.jpg,18891.9
GS2525,Avoided methane emission through aerobic composting at Vietstar municipal solid waste treatment facility,GOLD,Gold Standard Certified Project,Waste Management,Composting,Reduction,Not provided,South East Asia,,Vietnam,,,South Pole Carbon Asset Management Ltd.,1005459,"126,000",879459,,South Pole Carbon Asset Management Ltd.,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/417,https://registry.goldstandard.org/projects/details/403,https://offset.climateneutralnow.org/images/thumbs/0000640_avoidance-of-methane-emissions-from-municipal-solid-waste-and-food-waste-through-composting.jpeg,100545.90000000001
GS2539,GS1354 Vietnam Small Hydro PoA - Ea Sup 3 Hydropower Project (CPA2),GOLD,Gold Standard Certified Project,Renewable Energy,Hydropower,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,South East Asia,,Vietnam,,,South Pole Carbon Asset Management Ltd.,46003,0,46003,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/423,https://registry.goldstandard.org/projects/details/408,https://ar.happyvalentinesday2020.online/pics/image.vietnamnews.vn/uploadvnnews/Article/2018/9/11/ttxvn_thuydienNammo185122037PM.jpg,4600.3
GS2542,"Çesme Wind Power Project, Turkey",GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,,Turkey,,,Abk √áesme Res Enerji Elektrik √úretim A.S.,48088,"21,841",26247,,Abk Çesme Res Enerji Elektrik Üretim A.S.,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/426,https://registry.goldstandard.org/projects/details/411,https://www.researchgate.net/publication/221909688/figure/fig5/AS:668615019876382@1536421651893/A-wind-power-plant-in-Cesme-Alacati.png,4808.8
GS2543,"Fuatres Wind Power Plant, Turkey",GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,GS TPDDTEC v 2.,Middle East,,Turkey,,,BORUSAN ENBW ENERJI YATIRIMLARI VE √úRETIM A.S.,99043,"17,054",81989,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/427,https://registry.goldstandard.org/projects/details/1633,https://idsb.tmgrup.com.tr/ly/uploads/images/2020/03/29/27616.jpg,9904.300000000001
GS2544,"Harmanlik Wind Power Plant, Turkey",GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,,Turkey,,,BORUSAN ENBW ENERJI YATIRIMLARI VE √úRETIM A.S.,465766,"314,761",151005,,BORUSAN ENBW ENERJI YATIRIMLARI VE ÜRETIM A.S.,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/428,https://registry.goldstandard.org/projects/details/412,https://abnresource.com/wp-content/uploads/2021/06/Turkey_Wind-e1694982832550.jpeg,46576.600000000006
GS2546,"Mut Wind Power Plant, Turkey",GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,,Turkey,,,BORUSAN ENBW ENERJI YATIRIMLARI VE √úRETIM A.S.,361158,"212,168",148990,,BORUSAN ENBW ENERJI YATIRIMLARI VE ÜRETIM A.S.,,,,GOLD,,,Biogas - Electricity,https://platform.sustain-cert.com/public-project/430,https://registry.goldstandard.org/projects/details/414,https://upload.wikimedia.org/wikipedia/commons/6/65/Wind_turbines_in_Imbros.jpg,36115.8
GS2553,Taibus Banner Touzhijian 49.5MW Wind Power Project,GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,East Asia,,China,,,"Goldchina Consultancy International Co., Ltd",472767,"351,849",120918,,Goldchina Consultancy International Co. Ltd,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/432,https://registry.goldstandard.org/projects/details/416,https://economymiddleeast.com/cdn-cgi/imagedelivery/Xfg_b7GtigYi5mxeAzkt9w/economymiddleeast.com/2024/01/China-wind-farm.jpg/w=1200,47276.700000000004
GS2563,CPA 2 Improved Cook Stoves programme for Rwanda,GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub Saharan Africa,,Rwanda,,,atmosfair gGmbH,43836,0,43836,,atmosfair gGmbH,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/435,https://registry.goldstandard.org/projects/details/419,https://www.reg.rw/fileadmin/_processed_/9/5/csm_cooking_7d68bee7d0.jpg,4383.6
GS2564,Expanding access to LPG in Haiti through microfinance services,GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS TPDDTEC v 1.,Carribean,,Haiti,,,Entrepreneurs du Monde,124931,"60,794",64137,,Entrepreneurs du Monde,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/436,https://registry.goldstandard.org/projects/details/420,https://www.ccacoalition.org/sites/default/files/styles/header_mobile/public/resources/lpg-africa_1024x512.png.webp?itok=CaF4zTJV,12493.1
